Date,AAPL,AMZN,CVX,GOOGL,JNJ,JPM,MA,META,MSFT,NVDA,PG,QQQ,SPY,TSLA,V,WMT
2025-03-28,217.6146240234375,192.72000122070312,164.09130859375,154.14340209960938,162.31846618652344,240.2061004638672,539.0245971679688,576.2965698242188,378.1058349609375,109.66238403320312,165.85488891601562,468.4139404296875,554.0221557617188,263.54998779296875,342.28155517578125,84.94462585449219
2025-03-31,221.83909606933594,190.25999450683594,165.27687072753906,154.45301818847656,164.4303436279297,242.62942504882812,546.5125732421875,575.9168701171875,374.7021179199219,108.37247467041016,168.21392822265625,468.39398193359375,557.7411499023438,259.1600036621094,349.87890625,87.57825469970703
2025-04-01,222.897705078125,192.1699981689453,166.48219299316406,156.8800811767578,151.94737243652344,241.00726318359375,546.9014282226562,585.5494384765625,381.4896545410156,110.14234924316406,168.3521270751953,472.16973876953125,559.3164672851562,268.4599914550781,345.7757568359375,88.6157455444336
2025-04-02,223.59678649902344,196.00999450683594,164.46673583984375,156.85011291503906,154.0394287109375,243.14376831054688,545.7747192382812,583.4810180664062,381.43975830078125,110.4123306274414,167.30584716796875,475.6158447265625,562.8560791015625,282.760009765625,345.7557678222656,89.54350280761719
2025-04-03,202.9239044189453,178.41000366210938,154.2412872314453,150.5377655029297,158.46153259277344,226.20025634765625,528.9940795898438,531.2112426757812,372.42626953125,101.79293060302734,170.158447265625,450.1544494628906,535.1180419921875,267.2799987792969,338.8273010253906,87.0495376586914
2025-04-04,188.13330078125,171.0,141.55580139160156,145.4239501953125,151.9374542236328,209.2718048095703,488.33367919921875,504.3419494628906,359.18060302734375,94.30345153808594,161.63027954101562,422.19586181640625,503.7906494140625,239.42999267578125,312.61083984375,82.98934936523438
2025-04-07,181.2223663330078,175.25999450683594,138.4634552001953,146.5725555419922,149.3397216796875,213.411865234375,484.09613037109375,515.8530883789062,357.2042236328125,97.63321685791016,158.1558380126953,423.2146911621094,502.893310546875,233.2899932861328,311.80218505859375,83.6278076171875
2025-04-08,172.19419860839844,170.66000366210938,135.28221130371094,144.52503967285156,148.72499084472656,215.8302001953125,478.5125732421875,510.05755615234375,353.9102783203125,96.29331970214844,156.33966064453125,415.59326171875,495.0166015625,221.86000061035156,307.7588806152344,81.59272766113281
2025-04-09,198.58958435058594,191.10000610351562,144.272705078125,158.51809692382812,149.68675231933594,233.21644592285156,514.7335205078125,585.3196411132812,389.7744140625,114.32205963134766,160.21881103515625,465.47723388671875,547.0029296875,272.20001220703125,331.8788146972656,89.3838882446289
2025-04-10,190.17062377929688,181.22000122070312,133.35568237304688,152.63522338867188,147.42613220214844,226.0211181640625,498.665283203125,545.8699951171875,380.65118408203125,107.56253051757812,161.44273376464844,445.6794738769531,523.0337524414062,252.39999389648438,324.07177734375,90.39144897460938
